child_name,child_domain,parent_name,parent_domain,verified,evidence,verification_method,date_added
Proton,passinbox.com,Proton AG,proton.me,Yes,Child and parent names match after stripping legal suffix (heuristic),Heuristic,2025-08-20 11:08
VirtualJobShadow.com (Now Pathful),pathful.com,PSG Equity L.L.C.,psgequity.com,Yes,VirtualJobShadow and Nepris were acquired by PSG at end of 2021 and merged to form Pathful Inc.,LLM+web search (optimized),2025-09-24 14:49
PatientNow,patientnow.com,"PSG Equity Holdings, LLC.",psgequity.com,Yes,"PatientNow was acquired by PSG on January 1, 2020 (co-owned with Blue Star Innovation Partners).",LLM+web search (optimized),2025-12-16 09:42
Pax Versicherung,pax.ch,Pax Holding (Genossenschaft),pax.ch,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:37
Paxos,paxos.com,"Paxos Holdings, Inc.",paxos.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-07-24 11:35
Pay Space,pay.space,Deel.,deel.com,Yes,Deel Inc. Wikipedia confirms acquisition of Payspace (Pay Space).,LLM+web search (optimized),2026-03-23 09:39
Payabli,payabli.com,"Centavo, Inc.",payabli.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-12-16 13:12
emerafi,paydart.co,Mena PayTech Systems Limited.,paydart.co,Yes,"Mena PayTech Systems Limited (MPTS) is stated to operate directly under the names PayDart (paydart.co) and PayVault, indicating it directly owns/operates the paydart.co business rather than being a similarly-named unrelated firm.",LLM+web search,2026-05-15 16:14
Paydia Indonesia,paydia.id,Pt Datacell Infomedia,paydia.id,Yes,"Paydia is stated to be 'generated by PT. Datacell Infomedia,' i.e., the payment app/brand is owned and operated by PT Datacell Infomedia (same domain).",LLM+web search,2026-05-15 16:01
Slice,paylatertravel.com.au,Slice Group (Controlling) or Slice Group // Slice Group (Controlling) Companies : Paylater Travel (50% ownership or mainly owned subsidiary) • Slice G...,slicegroup.co,Yes,"PayLater Travel's legal/corporate name is Slice Group (same founders/CEO Farouk Ismail), so Slice Group is the owning corporate entity of the PayLater Travel brand.",LLM+web search,2026-06-26 08:01
Paylocity,paylocity.com,Paylocity Holding Corporation,paylocity.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-18 07:04
paymenttools,paymenttools.com,REWE Group GmbH & Co. KG.,rewe-group.com,Yes,REWE Group launched paymenttools as a wholly-owned subsidiary for payment technology.,LLM+web search (optimized),2026-05-15 15:45
PayNearMe,paynearme.com,"PayNearMe, Inc.",paynearme.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:37
PayPayカード,paypay-card.co.jp,PayPay Corporation,paypay.ne.jp,Yes,PayPay Card Corporation became a wholly-owned subsidiary of PayPay Corporation in October 2022.,LLM+web search,2026-05-15 16:18
PayPay Corporation,paypay.ne.jp,SoftBank Group Corp.,group.softbank,Yes,SoftBank Group holds 62.2% of PayPay's voting rights; PayPay established as joint venture between SoftBank and Yahoo Japan.,LLM+web search (optimized),2026-03-13 11:59
PayPlus - Payment Gateway,payplus.co.il,IRIS Software Group Ltd.,iris.co.uk,Yes,IRIS Software Group acquired Payplus (UK-based managed payroll services provider) to expand its payroll software offerings.,LLM+web search,2026-05-15 15:55
Payscale,payscale.com,"Francisco Partners, LLC.",franciscopartners.com,Yes,"Francisco Partners made majority investment in PayScale on April 25, 2019 at $325M enterprise value; confirmed by Wikipedia.",LLM+web search (optimized),2026-02-08 11:23
PayTabs Global,paytabs.com,PayTabs Group Holdings Ltd.,paytabs.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:40
"princess beef heavy industries, LLC",pb33f.io,"Princess Beef Heavy Industries, LLC.",pb33f.io,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-23 09:25
Pcbb,pcbb.com,Pacific Coast Bankers' Bancshares,pcbb.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-12-16 13:25
PCS Systemtechnik GmbH,pcs.com,PCS Systemtechnik GmbH,pcs.com,Yes,Same company name and domain (PCS Systemtechnik GmbH | pcs.com); identical entities.,LLM+web search,2026-05-15 15:47
Pdftools,pdf-tools.com,Smallpdf AG,smallpdf.com,Yes,"Smallpdf officially acquired PDF Tools AG for $30 million in March 2022, per PRNewswire and multiple tech outlets.",LLM+web search,2026-05-15 15:58
"Peaksware Holdings, LLC",peaksware.com,"Peaksware Holdings, LLC",peaksware.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:36
Pearce Services,pearce-services.com,"CBRE Group, Inc.",cbre.com,Yes,CBRE acquired Pearce Services in November 2025 for $1.2 billion (Wikipedia confirms this recent acquisition).,LLM+web search (optimized),2026-04-09 20:36
Certiport - A Pearson VUE Business,pearsonvue.com,Pearson plc,pearson.com,Yes,Company name explicitly states 'Certiport - A Pearson VUE Business'; Pearson VUE is Pearson subsidiary.,LLM+web search (optimized),2025-07-15 12:24
PeerDB,peerdb.io,ClickHouse Inc.,clickhouse.com,Yes,"ClickHouse, Inc. acquired PeerDB and now offers hosted Postgres CDC integration through ClickPipes managed service.",LLM+web search (optimized),2026-03-23 09:27
Pelcro,pelcro.com,Pelcro Inc.,pelcro.com,Yes,"Pelcro Inc. is confirmed as the legal entity operating pelcro.com (same company, same domain).",LLM+web search,2026-05-15 15:59
Penguin Solutions,penguinsolutions.com,"Smart Global Holdings, Inc.",penguinsolutions.com,Yes,"Smart Global Holdings, Inc. is the former legal name of Penguin Solutions, Inc. (renamed effective Oct 15, 2024, ticker SGH to PENG) — they are the same publicly traded company, sharing the penguinsolutions.com domain.",LLM+web search,2026-06-01 09:01
Pennymac,pennymac.com,"PennyMac Financial Services, Inc.",pennymac.com,Yes,"PennyMac Financial Services, Inc. (PFSI) is the publicly traded parent holding company of PennyMac's loan origination/servicing operations; same pennymac.com domain confirms the parent-subsidiary relationship.",LLM+web search,2026-05-28 19:24
Penske Automotive Group,penskeautomotive.com,"Penske Corporation, Inc.",penske.com,Yes,Penske Corporation has controlling influence over publicly-traded Penske Automotive Group.,LLM+web search (optimized),2026-05-15 15:23
Pentagon Play,pentagonplay.co.uk,Pentagon Sport Limited,pentagonplay.co.uk,Yes,Pentagon Play operates under the registered legal name Pentagon Sport Limited; same company with different naming.,LLM+web search,2026-05-15 15:49
Pentair,pentair.com,Pentair plc,pentair.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-09-24 10:40
"Penumbra, Inc.",penumbrainc.com,Boston Scientific Corporation.,bostonscientific.com,Yes,"Boston Scientific announced definitive acquisition agreement for Penumbra at $374/share ($14.5B enterprise value) on Jan 15, 2026; acquisition expected to close in 2026.",LLM+web search (optimized),2025-07-18 20:56
Pepper Money UK,pepper.money,KKR & Co Incorporated,kkr.com,Yes,"KKR owns 65.6% of Pepper Global; acquired Pepper for $657M in November 2017, relisted on ASX in May 2021.",LLM+web search (optimized),2026-05-15 15:29
The Pepper Group,peppergroup.com,KKR & Co. Inc.,kkr.com,Yes,KKR acquired over 50% of The Pepper Group for AUD 675.9 million in November 2017.,LLM+web search (optimized),2026-02-06 14:24
Pepperstone,pepperstone.com,Pepperstone Group Limited,pepperstone.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:31
Perch,perch.app,Razor Group,razor-group.com,Yes,Razor Group acquired Perch (US Amazon aggregator) in March 2024 as wholly-owned subsidiary.,LLM+web search (optimized),2026-03-26 12:05
Percheron Capital,percheron.com,Percheron Capital,percheron.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-10-08 12:56
Permify (acquired by FusionAuth),permify.co,"FusionAuth, Inc.",fusionauth.io,Yes,"FusionAuth publicly announced its acquisition of Permify in November 2025 (fusionauth.io/blog, Crunchbase, permify.co).",LLM+web search,2026-05-15 16:11
Perqara,perqara.com,PT Lima Ventura Indonesia,perqara.com,Yes,"Perqara is confirmed to be an online platform operated by PT Lima Ventura Indonesia, the same entity behind the perqara.com domain.",LLM+web search,2026-05-15 15:59
Peter Millar,petermillar.com,Compagnie Financière Richemont SA,richemont.com,Yes,Wikipedia confirms Peter Millar is a Richemont subsidiary under fashion and accessories division.,LLM+web search (optimized),2025-08-09 14:04
PetroVybe,petrovybe.com,PetroVybe Holdings LLC,petrovybe.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-02-23 10:42
PetSmart,petsmart.com,"BC Partners Holdings, Inc.",bcpartners.com,Yes,BC Partners led consortium acquiring PetSmart in 2015 for majority stake in public-to-private transaction.,LLM+web search (optimized),2026-05-15 15:23
PGIM,pgim.com,"Prudential Financial, Inc.",prudential.com,Yes,PGIM is asset management subsidiary of Prudential Financial; parent company listed in information box,LLM+web search (optimized),2026-03-26 12:06
Phamily,phamily.com,Level Structured Capital (an affiliate of Level Equity) and Jaan Health as the company behind Phamily.,phamily.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:48
Groupe Pharea,pharea.com,Pharea Group.,pharea.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:42
PharMerica,pharmerica.com,"BrightSpring Health Services, controlled by KKR and investors including Walgreens Boots Alliance.",brightspringhealth.com,Yes,PharMerica merged with BrightSpring Health Services in 2019 as part of KKR's acquisition of BrightSpring; combined company generates ~$4.5B revenue.,LLM+web search (optimized),2025-07-23 10:13
Phorest Salon Software,phorest.com,nDevor Systems Limited,phorest.com,Yes,nDevor Systems Limited is the registered Irish legal entity that trades as and owns Phorest Salon Software (registration confirms nDevor Systems Limited trading as PHOREST).,LLM+web search,2026-05-27 10:20
PHPStan s.r.o.,phpstan.org,PHPStan s.r.o.,phpstan.org,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-23 09:26
Banco Pichincha,pichincha.com,Grupo Pichincha S.A.,pichincha.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-01-05 17:16
Pillway,pillway.com,SHG West Pharmacy Inc.,pillway.com,Yes,"Pillway pharmacy operations are run by SHG entities, with SHG West Pharmacy Inc. licensed by the College of Pharmacists of British Columbia specifically to operate as/for Pillway, and both share the pillway.com domain, indicating SHG West Pharmacy is the licensed operating entity behind the Pillway brand.",LLM+web search,2026-05-15 16:00
Pilot.com,pilot.com,Berkshire Hathaway Inc.,berkshirehathaway.com,Yes,"Wikipedia confirms Berkshire Hathaway acquired remaining 20% stake in January 2024, achieving complete ownership of Pilot Flying J.",LLM+web search (optimized),2025-03-14 12:47
Pineway,pineway.io,"Pineway Labs, Inc.",pineway.io,Yes,"Child domain pineway.io and parent domain pineway.io are identical, indicating Pineway Labs, Inc. is the legal entity for the same Pineway company.",LLM+web search,2026-06-26 08:06
ping.gg,ping.gg,T3 Tools Inc.,ping.gg,Yes,Child and parent share the same domain (heuristic),Heuristic,2024-09-28 12:56
PING AN,pingan.com,"Ping An Insurance (Group) Company of China, Ltd.",group.pingan.com,Yes,PING AN is Ping An Insurance itself (same company).,LLM+web search (optimized),2026-05-15 15:40
PINKVILLA,pinkvilla.com,Flipkart Ltd.,flipkart.com,Yes,Flipkart Ltd. acquired majority stake in PINKVILLA in 2025 as operating subsidiary.,LLM+web search (optimized),2026-05-15 15:42
Pinwheel,pinwheel.earth,Messier Holdings Limited (t/a Pinwheel),pinwheel.earth,Yes,"UK Companies House and a USPTO trademark filing confirm Messier Holdings Limited trades as (t/a) Pinwheel, i.e. it is the same legal entity operating Pinwheel.",LLM+web search,2026-05-15 16:12
Pipl,pipl.com,TransUnion,transunion.com,Yes,"TransUnion acquired Pipl in 2022, integrating it into its identity verification and fraud prevention capabilities.",LLM+web search,2026-05-15 15:49
Pitchbook Data,pitchbook.com,"Morningstar, Inc.",morningstar.com,Yes,Morningstar completed acquisition of PitchBook Data in 2016; PitchBook became wholly owned subsidiary.,LLM+web search (optimized),2025-09-18 10:05
PKO Bank Polski,pkobp.pl,Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna (PKO Bank Polski S.A.),pkobp.pl,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:24
planet,planet.fans,Planet 101 Ltd.,planet.fans,Yes,"Planet 101 Ltd is confirmed as the UK-registered legal entity operating the planet.fans website/brand (matching domains, same company).",LLM+web search,2026-05-15 16:06
Plan Monster,planmonster.com,Monster Company of America,planmonster.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-14 21:13
Plastic Bank,plasticbank.com,The Plastic Bank Recycling Corporation,plasticbank.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-24 23:06
PlatinumRx,platinumrx.in,Affolife Retail PRIVATE LIMITED,platinumrx.in,Yes,Same company sharing identical domain (platinumrx.in); Affolife Retail operates as PlatinumRx brand.,LLM+web search,2026-05-15 15:52
Play,play.pl,Iliad,iliad.fr,Yes,Iliad owns 96.66% of Play telecommunications company as of November 2020.,LLM+web search (optimized),2025-09-23 14:10
Playbypoint,playbypoint.com,"PBC Labs, LLC.",playbypoint.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2025-08-21 11:58
PlayRec,playrec.co,Court Square Capital Partners and Leonard Green & Partners.,leonardgreen.com,Yes,Court Square Capital acquired controlling interest in PlayCore (PlayRec is a PlayCore brand) in 2017.,LLM+web search (optimized),2025-12-05 17:13
Playstation,playstation.com,Sony Group Corporation,sony.com,Yes,PlayStation is owned by Sony Group Corporation through Sony Interactive Entertainment.,LLM+web search (optimized),2025-10-05 15:12
Playwire,playwire.com,FreakOut Holdings Ltd.,fout.co.jp,Yes,FreakOut Holdings acquired Playwire in December 2018 as a majority-owned subsidiary.,LLM+web search (optimized),2026-04-09 20:46
PlentyONE,plentymarkets.com,"PSG Equity Holdings, LLC.",psgequity.com,Yes,PlentyONE (plentysystems AG) received strategic investment from PSG Equity in November 2024.,LLM+web search (optimized),2026-05-15 15:39
Palomar,plmr.com,"Palomar Holdings, Inc.",plmr.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-05-15 15:35
Plural,pluralfinance.com,"Plural Everything, Inc.",pluralfinance.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-03-03 12:25
PlushCare,plushcare.com,"Accolade, Inc.",accolade.com,Yes,Accolade.com shows app package 'com.plushcare.accoladecare.prod' indicating PlushCare integration into Accolade's platform.,LLM+web search (optimized),2026-05-15 15:43
Pluto TV,pluto.tv,Paramount Global,paramount.com,Yes,"Viacom (now Paramount Global) acquired Pluto TV in 2019, making it a wholly-owned subsidiary.",LLM+web search,2026-07-10 15:53
Plymouth Rock Assurance,plymouthrock.com,The Plymouth Rock Company Incorporated,plymouthrock.com,Yes,Child and parent share the same domain (heuristic),Heuristic,2026-01-18 18:09
Proton,pm.me,Proton Foundation,proton.me,Yes,Proton Foundation controls Proton AG which operates pm.me domain since Proton Mail service launch,LLM+web search (optimized),2026-04-05 05:52
